id,name,score,rank
https://dblp.org/pid/97/4181,Sarita V. Adve,0.000977139251150795,152.0
https://dblp.org/pid/r/GrigoreRosu,Grigore Rosu,0.0009733347494778605,153.0
https://dblp.org/pid/t/EricTanter,Éric Tanter,0.0009711518109289875,154.0
https://dblp.org/pid/m/PMadhusudan,P. Madhusudan,0.000970320832778569,155.0
https://dblp.org/pid/00/5705,Eelco Visser,0.0009606066277582409,156.0
https://dblp.org/pid/78/6212,Jeremy G. Siek,0.0009492223012030998,157.0
https://dblp.org/pid/87/1459,Jong-Deok Choi,0.000942463461538635,158.0
https://dblp.org/pid/a/RAlur,Rajeev Alur,0.0009343255065139127,159.0
https://dblp.org/pid/51/3203,Klaus Ostermann,0.0009341012912886585,160.0
https://dblp.org/pid/d/RKentDybvig,R. Kent Dybvig,0.000933676242277341,161.0
https://dblp.org/pid/d/AmerDiwan,Amer Diwan,0.0009308708091876792,162.0
https://dblp.org/pid/78/6495,Matthew Arnold,0.0009244202386327709,163.0
https://dblp.org/pid/f/BryanFord,Bryan Ford,0.0009205853331021907,164.0
https://dblp.org/pid/15/3253,Nate Foster,0.000920329704304337,165.0
https://dblp.org/pid/41/385,Alain Deutsch,0.0009171442368682608,166.0
https://dblp.org/pid/84/7458,Ori Lahav,0.0009119974486302442,167.0
https://dblp.org/pid/h/ThomasAHenzinger,Thomas A. Henzinger,0.0009054924606931624,168.0
https://dblp.org/pid/c/KeithDCooper,Keith D. Cooper,0.0009028134756537951,169.0
https://dblp.org/pid/35/1894,David A. Moon,0.0008986961090273791,170.0
https://dblp.org/pid/96/889,Tachio Terauchi,0.0008973050909316051,171.0
https://dblp.org/pid/34/589,Atsushi Igarashi,0.0008961528870407745,172.0
https://dblp.org/pid/r/AndreyRybalchenko,Andrey Rybalchenko,0.0008949185140549924,173.0
https://dblp.org/pid/82/6336,Nils Anders Danielsson,0.0008941875390933357,174.0
https://dblp.org/pid/00/2461,Allan M. Schiffman,0.0008905983987432846,175.5
https://dblp.org/pid/d/LPeterDeutsch,L. Peter Deutsch,0.0008905983987432846,175.5
https://dblp.org/pid/k/SKrishnamurthi,Shriram Krishnamurthi,0.0008896198360834706,177.0
https://dblp.org/pid/95/6578,Madan Musuvathi,0.0008891809179687872,178.0
https://dblp.org/pid/b/GBarthe,Gilles Barthe,0.0008852496734116396,179.0
https://dblp.org/pid/l/BarbaraLiskov,Barbara Liskov,0.0008810846101378158,180.0
https://dblp.org/pid/31/6437,Harry G. Mairson,0.0008788942224863639,181.0
https://dblp.org/pid/78/353,Perry Cheng,0.0008776296771681956,182.0
https://dblp.org/pid/v/JanisVoigtlander,Janis Voigtländer,0.0008716449925965386,183.0
https://dblp.org/pid/62/383,Ivar Jacobson,0.0008690089441103397,184.0
https://dblp.org/pid/65/1920,Anindya Banerjee,0.0008637278935434027,185.0
https://dblp.org/pid/p/DavidAPadua,David A. Padua,0.0008602705052227506,186.0
https://dblp.org/pid/24/5199,Zhenjiang Hu,0.0008590875508550412,187.0
https://dblp.org/pid/61/3834,Tim Harris,0.00085611945038524,188.0
https://dblp.org/pid/v/JeromeVouillon,Jérôme Vouillon,0.0008501514398122365,189.0
https://dblp.org/pid/89/148,Azadeh Farzan,0.0008497904001711096,190.0
https://dblp.org/pid/20/7796,Bruno C. d. S. Oliveira,0.0008496946352655815,191.0
https://dblp.org/pid/55/5002,Arthur Charguéraud,0.0008495741664018665,192.0
https://dblp.org/pid/o/AtsushiOhori,Atsushi Ohori,0.0008357948091089581,193.0
https://dblp.org/pid/z/BGZorn,Benjamin G. Zorn,0.0008329742448830559,194.0
https://dblp.org/pid/56/893,Ross Tate,0.0008283779519678789,195.0
https://dblp.org/pid/99/95,Mark N. Wegman,0.0008282941046850272,196.0
https://dblp.org/pid/19/7373,Tiark Rompf,0.0008280214207443125,197.0
https://dblp.org/pid/41/6052,Matteo Frigo,0.0008269280780644588,198.0
https://dblp.org/pid/f/DPFriedman,Daniel P. Friedman,0.000819703693549521,199.0
https://dblp.org/pid/74/8301,Dominique Devriese,0.0008185318130871876,200.0
https://dblp.org/pid/s/DavidSands,David Sands,0.0008077030425536728,201.0
https://dblp.org/pid/85/5515,Luís Damas,0.0008071286574700796,202.0
https://dblp.org/pid/44/3105,Ugo Dal Lago,0.0008017618809044391,203.0
https://dblp.org/pid/g/JosephGil,Joseph Gil,0.0008011085998305021,204.0
https://dblp.org/pid/b/BrunoBlanchet,Bruno Blanchet,0.0007958892057665487,205.0
https://dblp.org/pid/98/3981,David Gay,0.00079502926010661,206.0
https://dblp.org/pid/55/6739,Anders Møller,0.0007947276718796819,207.0
https://dblp.org/pid/79/9034,Aaron Turon,0.0007945885235569798,208.0
https://dblp.org/pid/77/9770,Ilya Sergey,0.0007915526738840162,209.0
https://dblp.org/pid/e/MDErnst,Michael D. Ernst,0.0007913352504168138,210.0
https://dblp.org/pid/a/LennartAugustsson,Lennart Augustsson,0.0007875979927760782,211.0
https://dblp.org/pid/91/6552,Mads Tofte,0.000785419942055015,212.0
https://dblp.org/pid/84/1935,Sebastian Burckhardt,0.0007827362330889192,213.0
https://dblp.org/pid/m/MiraMezini,Mira Mezini,0.0007810106170697534,214.0
https://dblp.org/pid/08/7028,Julian Dolby,0.000776647291205424,215.0
https://dblp.org/pid/87/3121,Scott Owens,0.0007740670883445609,216.0
https://dblp.org/pid/49/854,Olaf Chitil,0.0007721109808086158,217.0
https://dblp.org/pid/f/CWFraser,Christopher W. Fraser,0.0007653944330609624,218.0
https://dblp.org/pid/14/4805,Chandrasekhar Boyapati,0.000761157335104467,219.0
https://dblp.org/pid/55/1457,Emina Torlak,0.0007586495144121814,220.0
https://dblp.org/pid/d/RobertDeLine,Robert DeLine,0.0007567055813896351,221.0
https://dblp.org/pid/85/770,Loris D'Antoni,0.0007523660311755025,222.0
https://dblp.org/pid/93/6299,Cristiano Calcagno,0.0007505230509481756,223.0
https://dblp.org/pid/49/4972,Luc Maranget,0.0007489404108013136,224.0
https://dblp.org/pid/22/846-1,Rahul Sharma,0.0007487049186744641,225.0
https://dblp.org/pid/d/ManuvirDas,Manuvir Das,0.0007443110252776403,226.0
https://dblp.org/pid/36/2453,Michael D. Bond,0.0007408419958184776,227.0
https://dblp.org/pid/28/8412,Veselin Raychev,0.0007394844044442162,228.0
https://dblp.org/pid/61/6578,Zachary Kincaid,0.000738777839584905,229.0
https://dblp.org/pid/36/113,Byron Cook,0.0007377245471755737,230.0
https://dblp.org/pid/85/6647,Frank Piessens,0.0007351932633758408,231.0
https://dblp.org/pid/18/6801,Brandon Lucia,0.0007347621706680282,232.0
https://dblp.org/pid/34/6643,Conor McBride,0.0007311800925364223,233.0
https://dblp.org/pid/40/3912,Georges Gonthier,0.0007285219323208183,234.0
https://dblp.org/pid/51/4246,Jon G. Riecke,0.0007280678500107935,235.0
